group,schema,class,fragment_type,fragment,type_variation,identifier,source_type,translated_target_type,translated,attempted,timestamp,feedback
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.CLibrary.json,25-161:CLibrary,field,55-55:TCSANOW,types,int,int,Int64,True,True,2026-05-13 17:03:23,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.CLibrary.json,25-161:CLibrary,field,56-56:TCSADRAIN,types,int,int,Int64,True,True,2026-05-13 17:03:23,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.CLibrary.json,25-161:CLibrary,field,57-57:TCSAFLUSH,types,int,int,Int64,True,True,2026-05-13 17:03:23,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.CLibrary.json,25-161:CLibrary,field,58-58:TIOCGETA,types,long,long,Int64,True,True,2026-05-13 17:03:23,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.CLibrary.json,25-161:CLibrary,field,59-59:TIOCSETA,types,long,long,Int64,True,True,2026-05-13 17:03:23,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.CLibrary.json,25-161:CLibrary,field,60-60:TIOCGETD,types,long,long,Int64,True,True,2026-05-13 17:03:23,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.CLibrary.json,25-161:CLibrary,field,61-61:TIOCSETD,types,long,long,Int64,True,True,2026-05-13 17:03:23,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.CLibrary.json,25-161:CLibrary,field,62-62:TIOCGWINSZ,types,long,long,Int64,True,True,2026-05-13 17:03:23,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.CLibrary.json,25-161:CLibrary,field,63-63:TIOCSWINSZ,types,long,long,Int64,True,True,2026-05-13 17:03:23,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.CLibrary.json,25-161:CLibrary,method,41-41:init_,return_types,void,void,Unit,True,True,2026-05-13 17:03:23,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.CLibrary.json,25-161:CLibrary,method,75-75:isatty,return_types,int,int,Int64,True,True,2026-05-13 17:03:23,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.CLibrary.json,25-161:CLibrary,method,75-75:isatty,parameters,|int|fd,int,Int64,True,True,2026-05-13 17:03:23,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.CLibrary.json,25-161:CLibrary,method,77-77:ttyname,return_types,String,String,String,True,True,2026-05-13 17:03:23,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.CLibrary.json,25-161:CLibrary,method,77-77:ttyname,parameters,|int|filedes,int,Int64,True,True,2026-05-13 17:03:23,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.CLibrary.json,25-161:CLibrary,method,91-92:openpty,return_types,int,int,Int64,True,True,2026-05-13 17:03:23,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.CLibrary.json,25-161:CLibrary,method,91-92:openpty,parameters,|int[]|amaster,int[],Array<Int64>,True,True,2026-05-14 13:26:59,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.CLibrary.json,25-161:CLibrary,method,91-92:openpty,parameters,|int[]|aslave,int[],Array<Int64>,True,True,2026-05-14 13:27:01,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.CLibrary.json,25-161:CLibrary,method,91-92:openpty,parameters,|byte[]|name,byte[],Array<Byte>,True,True,2026-05-14 13:27:04,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.CLibrary.json,25-161:CLibrary,method,91-92:openpty,parameters,|CLibrary_Termios|termios,CLibrary_Termios,CLibrary_Termios,True,True,2026-05-13 17:03:48,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.CLibrary.json,25-161:CLibrary,method,91-92:openpty,parameters,|CLibrary_WinSize|winsize,CLibrary_WinSize,CLibrary_WinSize,True,True,2026-05-13 17:03:48,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.CLibrary.json,25-161:CLibrary,method,94-94:tcgetattr,return_types,int,int,Int64,True,True,2026-05-13 17:03:48,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.CLibrary.json,25-161:CLibrary,method,94-94:tcgetattr,parameters,|int|filedes,int,Int64,True,True,2026-05-13 17:03:48,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.CLibrary.json,25-161:CLibrary,method,94-94:tcgetattr,parameters,|CLibrary_Termios|termios,CLibrary_Termios,CLibrary_Termios,True,True,2026-05-13 17:03:48,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.CLibrary.json,25-161:CLibrary,method,96-96:tcsetattr,return_types,int,int,Int64,True,True,2026-05-13 17:03:48,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.CLibrary.json,25-161:CLibrary,method,96-96:tcsetattr,parameters,|int|filedes,int,Int64,True,True,2026-05-13 17:03:48,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.CLibrary.json,25-161:CLibrary,method,96-96:tcsetattr,parameters,|int|optional_actions,int,Int64,True,True,2026-05-13 17:03:48,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.CLibrary.json,25-161:CLibrary,method,96-96:tcsetattr,parameters,|CLibrary_Termios|termios,CLibrary_Termios,CLibrary_Termios,True,True,2026-05-13 17:03:48,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.CLibrary.json,25-161:CLibrary,method,103-103:ioctl,return_types,int,int,Int64,True,True,2026-05-13 17:03:48,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.CLibrary.json,25-161:CLibrary,method,103-103:ioctl,parameters,|int|filedes,int,Int64,True,True,2026-05-13 17:03:48,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.CLibrary.json,25-161:CLibrary,method,103-103:ioctl,parameters,|long|request,long,Int64,True,True,2026-05-13 17:03:48,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.CLibrary.json,25-161:CLibrary,method,103-103:ioctl,parameters,|int[]|params,int[],Array<Int64>,True,True,2026-05-14 13:27:05,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.CLibrary.json,25-161:CLibrary,method,105-105:ioctl,return_types,int,int,Int64,True,True,2026-05-13 17:03:55,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.CLibrary.json,25-161:CLibrary,method,105-105:ioctl,parameters,|int|filedes,int,Int64,True,True,2026-05-13 17:03:55,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.CLibrary.json,25-161:CLibrary,method,105-105:ioctl,parameters,|long|request,long,Int64,True,True,2026-05-13 17:03:55,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.CLibrary.json,25-161:CLibrary,method,105-105:ioctl,parameters,|CLibrary_WinSize|params,CLibrary_WinSize,CLibrary_WinSize,True,True,2026-05-13 17:03:55,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.CLibrary.json,112-134:CLibrary_WinSize,field,121-121:SIZEOF,types,int,int,Int64,True,True,2026-05-13 17:03:55,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.CLibrary.json,112-134:CLibrary_WinSize,field,123-123:ws_row,types,short,short,Int16,True,True,2026-05-13 17:03:55,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.CLibrary.json,112-134:CLibrary_WinSize,field,124-124:ws_col,types,short,short,Int16,True,True,2026-05-13 17:03:55,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.CLibrary.json,112-134:CLibrary_WinSize,field,125-125:ws_xpixel,types,short,short,Int16,True,True,2026-05-13 17:03:55,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.CLibrary.json,112-134:CLibrary_WinSize,field,126-126:ws_ypixel,types,short,short,Int16,True,True,2026-05-13 17:03:55,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.CLibrary.json,112-134:CLibrary_WinSize,method,119-119:init_,return_types,void,void,Unit,True,True,2026-05-13 17:03:55,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.CLibrary.json,112-134:CLibrary_WinSize,method,130-133:CLibrary_WinSize,parameters,|short|ws_row,short,Int16,True,True,2026-05-13 17:03:55,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.CLibrary.json,112-134:CLibrary_WinSize,method,130-133:CLibrary_WinSize,parameters,|short|ws_col,short,Int16,True,True,2026-05-13 17:03:55,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.CLibrary.json,142-160:CLibrary_Termios,field,151-151:SIZEOF,types,int,int,Int64,True,True,2026-05-13 17:03:55,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.CLibrary.json,142-160:CLibrary_Termios,field,153-153:c_iflag,types,long,long,Int64,True,True,2026-05-13 17:03:55,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.CLibrary.json,142-160:CLibrary_Termios,field,154-154:c_oflag,types,long,long,Int64,True,True,2026-05-13 17:03:55,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.CLibrary.json,142-160:CLibrary_Termios,field,155-155:c_cflag,types,long,long,Int64,True,True,2026-05-13 17:03:55,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.CLibrary.json,142-160:CLibrary_Termios,field,156-156:c_lflag,types,long,long,Int64,True,True,2026-05-13 17:03:55,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.CLibrary.json,142-160:CLibrary_Termios,field,157-157:c_cc,types,byte[],byte[],Array<Byte>,True,True,2026-05-14 13:27:07,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.CLibrary.json,142-160:CLibrary_Termios,field,158-158:c_ispeed,types,long,long,Int64,True,True,2026-05-13 17:04:03,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.CLibrary.json,142-160:CLibrary_Termios,field,159-159:c_ospeed,types,long,long,Int64,True,True,2026-05-13 17:04:03,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.CLibrary.json,142-160:CLibrary_Termios,method,149-149:init_,return_types,void,void,Unit,True,True,2026-05-13 17:04:03,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,field,63-63:loaded,types,boolean,boolean,Bool,True,True,2026-05-13 16:45:34,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,field,64-64:nativeLibraryPath,types,String,String,String,True,True,2026-05-13 16:45:34,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,field,65-65:nativeLibrarySourceUrl,types,String,String,String,True,True,2026-05-13 16:45:34,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,73-91:initialize,return_types,boolean,boolean,Bool,True,True,2026-05-13 16:45:34,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,73-91:initialize,body_types,Thread,Thread,Thread,True,True,2026-05-14 13:19:59,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,73-91:initialize,body_types,Exception,Exception,Exception,True,True,2026-05-14 13:20:01,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,73-91:initialize,body_types,RuntimeException,RuntimeException,Exception,True,True,2026-05-14 13:20:03,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,93-95:getNativeLibraryPath,return_types,String,String,String,True,True,2026-05-13 16:46:02,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,97-99:getNativeLibrarySourceUrl,return_types,String,String,String,True,True,2026-05-13 16:46:02,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,101-103:getTempDir,return_types,File,File,Any,True,True,2026-05-14 13:20:05,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,101-103:getTempDir,body_types,File,File,Any,True,True,2026-05-14 13:20:07,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,109-132:cleanup,return_types,void,void,Unit,True,True,2026-05-13 16:46:18,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,109-132:cleanup,body_types,String,String,String,True,True,2026-05-13 16:46:18,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,109-132:cleanup,body_types,File,File,Any,True,True,2026-05-14 13:20:14,"Cangjie compilation error: [31merror[0m: expected declaration, found 'from'  [36m==>[0m /tmp/tmp73z2ggfv.cj:3:1:   [36m| [0m [36m3[0m [36m| [0mfrom std.file import File[0m   [36m| [0m[31m^^^^ expected declaration here[0m   [36m| [0m   [36m#[0m [0mnote[0m: only declarations or macro expressions can be used in the top-level  1 error generated, 1 error printed. "
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,109-132:cleanup,body_types,File[],File[],Array<Any>,True,True,2026-05-14 13:20:17,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,109-132:cleanup,body_types,FilenameFilter,FilenameFilter,Any,True,True,2026-05-14 13:20:23,"Cangjie compilation error: [31merror[0m: expected type name after ':', found keyword 'interface'   [36m==>[0m /tmp/tmpovi37461.cj:58:20:    [36m| [0m [36m58[0m [36m| [0m    let _test_val: interface FilenameFilter {[0m    [36m| [0m                 [36m~[0m [31m^^^^^^^^^ expected type name here[0m    [36m| [0m                 [36m|[0m    [36m| [0m                 [36mafter ':'[0m    [36m| [0m  1 error generated, 1 error printed. "
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,109-132:cleanup,body_types,boolean,boolean,Bool,True,True,2026-05-13 16:46:39,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,109-132:cleanup,body_types,SecurityException,SecurityException,Any,True,True,2026-05-14 13:20:27,"Cangjie compilation error: [31merror[0m: expected declaration, found 'from'  [36m==>[0m /tmp/tmpzycc3i04.cj:3:1:   [36m| [0m [36m3[0m [36m| [0mfrom std.security import SecurityException[0m   [36m| [0m[31m^^^^ expected declaration here[0m   [36m| [0m   [36m#[0m [0mnote[0m: only declarations or macro expressions can be used in the top-level  1 error generated, 1 error printed. "
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,134-143:readNBytes,return_types,int,int,Int64,True,True,2026-05-13 16:46:45,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,134-143:readNBytes,body_types,int,int,Int64,True,True,2026-05-13 16:46:50,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,134-143:readNBytes,parameters,|InputStream|in__,InputStream,InputStream,True,True,2026-05-13 16:46:45,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,134-143:readNBytes,parameters,|byte[]|b,byte[],Array<Byte>,True,True,2026-05-14 13:20:27,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,145-174:contentsEquals,return_types,String,String,String,True,True,2026-05-13 16:46:50,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,145-174:contentsEquals,body_types,byte[],byte[],Array<Byte>,True,True,2026-05-14 13:20:29,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,145-174:contentsEquals,body_types,byte,byte,Int8,True,True,2026-05-13 16:46:59,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,145-174:contentsEquals,body_types,int,int,Int64,True,True,2026-05-13 16:46:59,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,145-174:contentsEquals,parameters,|InputStream|in1,InputStream,InputStream,True,True,2026-05-13 16:46:50,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,145-174:contentsEquals,parameters,|InputStream|in2,InputStream,InputStream,True,True,2026-05-13 16:46:50,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,184-235:extractAndLoadLibraryFile,return_types,boolean,boolean,Bool,True,True,2026-05-13 16:46:59,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,184-235:extractAndLoadLibraryFile,body_types,String,String,String,True,True,2026-05-13 16:46:59,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,184-235:extractAndLoadLibraryFile,body_types,File,File,Any,True,True,2026-05-14 13:20:36,"Cangjie compilation error: [31merror[0m: expected declaration, found 'from'  [36m==>[0m /tmp/tmp8vvf8l2n.cj:3:1:   [36m| [0m [36m3[0m [36m| [0mfrom std.fs import File[0m   [36m| [0m[31m^^^^ expected declaration here[0m   [36m| [0m   [36m#[0m [0mnote[0m: only declarations or macro expressions can be used in the top-level  1 error generated, 1 error printed. "
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,184-235:extractAndLoadLibraryFile,body_types,InputStream,InputStream,InputStream,True,True,2026-05-13 16:47:06,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,184-235:extractAndLoadLibraryFile,body_types,JansiLoader,JansiLoader,JansiLoader,True,True,2026-05-13 16:47:06,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,184-235:extractAndLoadLibraryFile,body_types,FileOutputStream,FileOutputStream,Any,True,True,2026-05-14 13:20:42,"Cangjie compilation error: [31merror[0m: expected declaration, found 'from'  [36m==>[0m /tmp/tmpiokhwfbm.cj:3:1:   [36m| [0m [36m3[0m [36m| [0mfrom std.io import FileOutputStream[0m   [36m| [0m[31m^^^^ expected declaration here[0m   [36m| [0m   [36m#[0m [0mnote[0m: only declarations or macro expressions can be used in the top-level  1 error generated, 1 error printed. "
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,184-235:extractAndLoadLibraryFile,body_types,FileInputStream,FileInputStream,Any,True,True,2026-05-14 13:20:47,"Cangjie compilation error: [31merror[0m: expected declaration, found 'from'  [36m==>[0m /tmp/tmp2ym6g3ce.cj:3:1:   [36m| [0m [36m3[0m [36m| [0mfrom std.fs import File[0m   [36m| [0m[31m^^^^ expected declaration here[0m   [36m| [0m   [36m#[0m [0mnote[0m: only declarations or macro expressions can be used in the top-level  1 error generated, 1 error printed. "
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,184-235:extractAndLoadLibraryFile,body_types,RuntimeException,RuntimeException,Exception,True,True,2026-05-14 13:20:47,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,184-235:extractAndLoadLibraryFile,body_types,IOException,IOException,IOException,True,True,2026-05-14 13:20:55,"Cangjie compilation error: [31merror[0m: expected ';' or '<NL>', found keyword 'class'   [36m==>[0m /tmp/tmppgujuu7u.cj:58:27:    [36m| [0m [36m58[0m [36m| [0m    let _test_val: public class IOException <: Exception {[0m    [36m| [0m                          [31m^^^^^ expected ';' or '<NL>' here[0m    [36m| [0m  [31merror[0m: body of constructor is missing   [36m==>[0m /tmp/tmppgujuu7u.cj:59:33:    [36m| [0m [36m59[0m [36m| [0m    public init(message: String)[0m    ["
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,184-235:extractAndLoadLibraryFile,parameters,|String|libFolderForCurrentOS,String,String,True,True,2026-05-13 16:46:59,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,184-235:extractAndLoadLibraryFile,parameters,|String|libraryFileName,String,String,True,True,2026-05-13 16:46:59,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,184-235:extractAndLoadLibraryFile,parameters,|String|targetFolder,String,String,True,True,2026-05-13 16:46:59,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,237-239:randomUUID,return_types,String,String,String,True,True,2026-05-13 16:47:44,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,237-239:randomUUID,body_types,Random,Random,Random,True,True,2026-05-14 13:20:55,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,247-276:loadNativeLibrary,return_types,boolean,boolean,Bool,True,True,2026-05-13 16:47:51,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,247-276:loadNativeLibrary,body_types,String,String,String,True,True,2026-05-13 16:48:01,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,247-276:loadNativeLibrary,body_types,UnsatisfiedLinkError,UnsatisfiedLinkError,Any,True,True,2026-05-14 13:21:09,"Cangjie compilation error: [31merror[0m: expected declaration, found 'from'  [36m==>[0m /tmp/tmppen10ois.cj:3:1:   [36m| [0m [36m3[0m [36m| [0mfrom std.core import Exception[0m   [36m| [0m[31m^^^^ expected declaration here[0m   [36m| [0m   [36m#[0m [0mnote[0m: only declarations or macro expressions can be used in the top-level  1 error generated, 1 error printed. "
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,247-276:loadNativeLibrary,parameters,|File|libPath,File,Any,True,True,2026-05-14 13:21:02,"Cangjie compilation error: [31merror[0m: expected declaration, found 'from'  [36m==>[0m /tmp/tmpgqnglc2o.cj:3:1:   [36m| [0m [36m3[0m [36m| [0mfrom std.fs import File[0m   [36m| [0m[31m^^^^ expected declaration here[0m   [36m| [0m   [36m#[0m [0mnote[0m: only declarations or macro expressions can be used in the top-level  1 error generated, 1 error printed. "
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,283-353:loadJansiNativeLibrary,return_types,void,void,Unit,True,True,2026-05-13 16:48:11,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,283-353:loadJansiNativeLibrary,body_types,List<String>,List<String>,ArrayList<String>,True,True,2026-05-14 13:21:09,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,283-353:loadJansiNativeLibrary,body_types,LinkedList<String>,LinkedList<String>,ArrayList<String>,True,True,2026-05-14 13:21:16,"Cangjie compilation error: [31merror[0m: expected declaration, found 'from'  [36m==>[0m /tmp/tmpl0uw756o.cj:3:1:   [36m| [0m [36m3[0m [36m| [0mfrom std.collection import LinkedList[0m   [36m| [0m[31m^^^^ expected declaration here[0m   [36m| [0m   [36m#[0m [0mnote[0m: only declarations or macro expressions can be used in the top-level  1 error generated, 1 error printed. "
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,283-353:loadJansiNativeLibrary,body_types,String,String,String,True,True,2026-05-13 16:48:30,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,283-353:loadJansiNativeLibrary,body_types,File,File,Any,True,True,2026-05-14 13:21:21,"Cangjie compilation error: [31merror[0m: expected declaration, found 'from'  [36m==>[0m /tmp/tmpfe8kqby4.cj:3:1:   [36m| [0m [36m3[0m [36m| [0mfrom std.file import File[0m   [36m| [0m[31m^^^^ expected declaration here[0m   [36m| [0m   [36m#[0m [0mnote[0m: only declarations or macro expressions can be used in the top-level  1 error generated, 1 error printed. "
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,283-353:loadJansiNativeLibrary,body_types,JansiLoader,JansiLoader,JansiLoader,True,True,2026-05-13 16:48:38,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,283-353:loadJansiNativeLibrary,body_types,boolean,boolean,Bool,True,True,2026-05-13 16:48:38,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,283-353:loadJansiNativeLibrary,body_types,Exception,Exception,Exception,True,True,2026-05-14 13:21:21,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,355-357:hasResource,return_types,boolean,boolean,Bool,True,True,2026-05-13 16:48:46,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,355-357:hasResource,body_types,JansiLoader,JansiLoader,JansiLoader,True,True,2026-05-13 16:48:46,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,355-357:hasResource,parameters,|String|path,String,String,True,True,2026-05-13 16:48:46,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,362-365:getMajorVersion,return_types,int,int,Int64,True,True,2026-05-13 16:48:46,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,362-365:getMajorVersion,body_types,String[],String[],Array<String>,True,True,2026-05-14 13:21:23,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,370-373:getMinorVersion,return_types,int,int,Int64,True,True,2026-05-13 16:48:53,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,370-373:getMinorVersion,body_types,String[],String[],Array<String>,True,True,2026-05-14 13:21:25,
jansi.jansi.*,jansi.jansi.src.main.org.fusesource.jansi.internal.JansiLoader.json,61-395:JansiLoader,method,378-394:getVersion,return_types,String,String,String,True,True,2026-05-13 16:48:59,
